"arrayNumber","simulation","bout","bee","similarityIndex"
1,5,25,1,1
1,5,26,1,1
1,5,27,1,1
1,5,28,1,1
1,5,29,1,1
1,5,30,1,1
1,5,31,1,1
1,5,32,1,1
1,5,33,1,1
1,5,34,1,1
1,5,35,1,1
1,5,36,1,1
1,5,37,1,1
1,5,38,1,1
1,5,39,1,1
1,6,1,1,0
1,6,2,1,0
1,6,3,1,0.318181818181818
1,6,4,1,0.727272727272727
1,6,5,1,0.3
1,6,6,1,0
1,6,7,1,0
1,6,8,1,0
1,6,9,1,0
1,6,10,1,0
1,6,11,1,0.8125
1,6,12,1,0
1,6,13,1,0
1,6,14,1,1
1,6,15,1,1
1,6,16,1,0.777777777777778
1,6,17,1,0.777777777777778
1,6,18,1,1
1,6,19,1,1
1,6,20,1,1
1,6,21,1,1
1,6,22,1,1
1,6,23,1,1
1,6,24,1,1
1,6,25,1,1
1,6,26,1,1
1,6,27,1,1
1,6,28,1,1
1,6,29,1,1
1,6,30,1,1
1,6,31,1,1
1,6,32,1,1
1,6,33,1,1
1,6,34,1,1
1,6,35,1,1
1,6,36,1,1
1,6,37,1,1
1,6,38,1,1
1,6,39,1,1
1,7,1,1,0
1,7,2,1,0
1,7,3,1,0
1,7,4,1,0
1,7,5,1,0
1,7,6,1,0
1,7,7,1,0
1,7,8,1,0
1,7,9,1,0
1,7,10,1,0
1,7,11,1,0
1,7,12,1,0
1,7,13,1,0
1,7,14,1,0.571428571428571
1,7,15,1,0.571428571428571
1,7,16,1,0
1,7,17,1,0.428571428571429
1,7,18,1,0
1,7,19,1,0
1,7,20,1,1
1,7,21,1,1
1,7,22,1,1
1,7,23,1,1
1,7,24,1,0.727272727272727
1,7,25,1,0.727272727272727
1,7,26,1,1
1,7,27,1,0
1,7,28,1,0
1,7,29,1,1
1,7,30,1,1
1,7,31,1,1
1,7,32,1,1
1,7,33,1,1
1,7,34,1,1
1,7,35,1,1
1,7,36,1,1
1,7,37,1,1
1,7,38,1,1
1,7,39,1,1
1,8,1,1,0
1,8,2,1,0
1,8,3,1,0
1,8,4,1,0
1,8,5,1,0.5
1,8,6,1,0
1,8,7,1,0
1,8,8,1,0
1,8,9,1,0
1,8,10,1,0.666666666666667
1,8,11,1,0.428571428571429
1,8,12,1,0.428571428571429
1,8,13,1,0
1,8,14,1,0
1,8,15,1,0
1,8,16,1,0.566666666666667
1,8,17,1,0
1,8,18,1,0.6
1,8,19,1,0
1,8,20,1,0
1,8,21,1,0.6
1,8,22,1,0.6
1,8,23,1,1
1,8,24,1,1
1,8,25,1,0.6
1,8,26,1,0.6
1,8,27,1,1
1,8,28,1,1
1,8,29,1,1
1,8,30,1,1
1,8,31,1,1
1,8,32,1,1
1,8,33,1,1
1,8,34,1,1
1,8,35,1,1
1,8,36,1,1
1,8,37,1,1
1,8,38,1,1
1,8,39,1,1
1,9,1,1,0
1,9,2,1,0
1,9,3,1,0
1,9,4,1,0
1,9,5,1,0
1,9,6,1,0
1,9,7,1,0.8
1,9,8,1,0.428571428571429
1,9,9,1,0.428571428571429
1,9,10,1,0.8
1,9,11,1,0.785714285714286
1,9,12,1,0.642857142857143
1,9,13,1,0.6
1,9,14,1,0.615384615384615
1,9,15,1,0.653846153846154
1,9,16,1,0.666666666666667
1,9,17,1,1
1,9,18,1,1
1,9,19,1,1
1,9,20,1,1
1,9,21,1,1
1,9,22,1,1
1,9,23,1,1
1,9,24,1,1
1,9,25,1,1
1,9,26,1,1
1,9,27,1,1
1,9,28,1,1
1,9,29,1,1
1,9,30,1,1
1,9,31,1,1
1,9,32,1,1
1,9,33,1,1
1,9,34,1,1
1,9,35,1,1
1,9,36,1,1
1,9,37,1,1
1,9,38,1,1
1,9,39,1,1
1,10,1,1,0.375
1,10,2,1,0.375
1,10,3,1,0
1,10,4,1,0.590909090909091
1,10,5,1,0
1,10,6,1,0
1,10,7,1,0.6
1,10,8,1,0
1,10,9,1,0
1,10,10,1,0.8
1,10,11,1,0.8125
1,10,12,1,0.833333333333333
1,10,13,1,0.708333333333333
1,10,14,1,1
1,10,15,1,0.714285714285714
1,10,16,1,0.714285714285714
1,10,17,1,1
1,10,18,1,1
1,10,19,1,1
1,10,20,1,1
1,10,21,1,1
1,10,22,1,1
1,10,23,1,1
1,10,24,1,1
1,10,25,1,1
1,10,26,1,1
1,10,27,1,1
1,10,28,1,1
1,10,29,1,1
1,10,30,1,1
1,10,31,1,1
1,10,32,1,1
1,10,33,1,1
1,10,34,1,1
1,10,35,1,1
1,10,36,1,1
1,10,37,1,1
1,10,38,1,1
1,10,39,1,1
1,11,1,1,0
1,11,2,1,0
1,11,3,1,0
1,11,4,1,0
1,11,5,1,0
1,11,6,1,0.75
1,11,7,1,0.5
1,11,8,1,0
1,11,9,1,0.6
1,11,10,1,0
1,11,11,1,0
1,11,12,1,0
1,11,13,1,0
1,11,14,1,0
1,11,15,1,0
1,11,16,1,0
1,11,17,1,0.6
1,11,18,1,0
1,11,19,1,0
1,11,20,1,0.6
1,11,21,1,1
1,11,22,1,0
1,11,23,1,1
1,11,24,1,1
1,11,25,1,1
1,11,26,1,1
1,11,27,1,1
1,11,28,1,1
1,11,29,1,1
1,11,30,1,1
1,11,31,1,1
1,11,32,1,1
1,11,33,1,1
1,11,34,1,1
1,11,35,1,1
1,11,36,1,1
1,11,37,1,1
1,11,38,1,1
1,11,39,1,1
1,12,1,1,0
1,12,2,1,0
1,12,3,1,0
1,12,4,1,0
1,12,5,1,1
1,12,6,1,0
1,12,7,1,0
1,12,8,1,0
1,12,9,1,0
1,12,10,1,0.75
1,12,11,1,0.6
1,12,12,1,0.428571428571429
1,12,13,1,0.428571428571429
1,12,14,1,0.692307692307692
1,12,15,1,0.692307692307692
1,12,16,1,1
1,12,17,1,1
1,12,18,1,1
1,12,19,1,1
1,12,20,1,1
1,12,21,1,1
1,12,22,1,1
1,12,23,1,1
1,12,24,1,1
1,12,25,1,1
1,12,26,1,1
1,12,27,1,1
1,12,28,1,1
1,12,29,1,1
1,12,30,1,1
1,12,31,1,1
1,12,32,1,1
1,12,33,1,1
1,12,34,1,1
1,12,35,1,1
1,12,36,1,1
1,12,37,1,1
1,12,38,1,1
1,12,39,1,1
1,13,1,1,0.5
1,13,2,1,0
1,13,3,1,0
1,13,4,1,0
1,13,5,1,0.571428571428571
1,13,6,1,0
1,13,7,1,0
1,13,8,1,0.75
1,13,9,1,0
1,13,10,1,0
1,13,11,1,0.375
1,13,12,1,0.375
1,13,13,1,1
1,13,14,1,0
1,13,15,1,1
1,13,16,1,1
1,13,17,1,0.571428571428571
1,13,18,1,0
1,13,19,1,1
1,13,20,1,1
1,13,21,1,1
1,13,22,1,1
1,13,23,1,1
1,13,24,1,1
1,13,25,1,1
1,13,26,1,1
1,13,27,1,1
1,13,28,1,1
1,13,29,1,1
1,13,30,1,1
1,13,31,1,1
1,13,32,1,1
1,13,33,1,0.6
1,13,34,1,0.6
1,13,35,1,1
1,13,36,1,1
1,13,37,1,1
1,13,38,1,1
1,13,39,1,1
1,14,1,1,0
1,14,2,1,0
1,14,3,1,0
1,14,4,1,1
1,14,5,1,0
1,14,6,1,0
1,14,7,1,0
1,14,8,1,0
1,14,9,1,0
1,14,10,1,0
1,14,11,1,0
1,14,12,1,0
1,14,13,1,0
1,14,14,1,1
1,14,15,1,1
1,14,16,1,1
1,14,17,1,0
1,14,18,1,0
1,14,19,1,1
1,14,20,1,0
1,14,21,1,0
1,14,22,1,0
1,14,23,1,0
1,14,24,1,0
1,14,25,1,0
1,14,26,1,1
1,14,27,1,1
1,14,28,1,1
1,14,29,1,1
1,14,30,1,1
1,14,31,1,1
1,14,32,1,1
1,14,33,1,1
1,14,34,1,1
1,14,35,1,1
1,14,36,1,1
1,14,37,1,1
1,14,38,1,1
1,14,39,1,1
1,15,1,1,0
1,15,2,1,0.6
1,15,3,1,0
1,15,4,1,0
1,15,5,1,0
1,15,6,1,0
1,15,7,1,0
1,15,8,1,0
1,15,9,1,0
1,15,10,1,0
1,15,11,1,0
1,15,12,1,0
1,15,13,1,0
1,15,14,1,0
1,15,15,1,0
1,15,16,1,0
1,15,17,1,0.5
1,15,18,1,0
1,15,19,1,0
1,15,20,1,0
1,15,21,1,0
1,15,22,1,1
1,15,23,1,1
1,15,24,1,0
1,15,25,1,0
1,15,26,1,1
1,15,27,1,0
1,15,28,1,0
1,15,29,1,1
1,15,30,1,1
1,15,31,1,1
1,15,32,1,1
1,15,33,1,1
1,15,34,1,1
1,15,35,1,1
1,15,36,1,0
1,15,37,1,0
1,15,38,1,1
1,15,39,1,1
1,16,1,1,0
1,16,2,1,0
1,16,3,1,0
1,16,4,1,0
1,16,5,1,0
1,16,6,1,0
1,16,7,1,0.75
1,16,8,1,0
1,16,9,1,0
1,16,10,1,0
1,16,11,1,0.6
1,16,12,1,0
1,16,13,1,0
1,16,14,1,0
1,16,15,1,0
1,16,16,1,0
1,16,17,1,0
1,16,18,1,0
1,16,19,1,0.375
1,16,20,1,0.875
1,16,21,1,0.888888888888889
1,16,22,1,0.444444444444444
1,16,23,1,0
1,16,24,1,0
1,16,25,1,0.8125
1,16,26,1,1
1,16,27,1,1
1,16,28,1,1
1,16,29,1,1
1,16,30,1,1
1,16,31,1,1
1,16,32,1,1
1,16,33,1,1
1,16,34,1,1
1,16,35,1,1
1,16,36,1,1
1,16,37,1,1
1,16,38,1,1
1,16,39,1,1
1,17,1,1,0
1,17,2,1,0
1,17,3,1,0
1,17,4,1,0
1,17,5,1,0
1,17,6,1,0
1,17,7,1,0.375
1,17,8,1,0.375
1,17,9,1,0
1,17,10,1,0
1,17,11,1,0
1,17,12,1,0
1,17,13,1,0
1,17,14,1,0.8
1,17,15,1,1
1,17,16,1,1
1,17,17,1,1
1,17,18,1,1
1,17,19,1,1
1,17,20,1,1
1,17,21,1,1
1,17,22,1,1
1,17,23,1,1
1,17,24,1,1
1,17,25,1,1
1,17,26,1,1
1,17,27,1,1
1,17,28,1,1
1,17,29,1,1
1,17,30,1,1
1,17,31,1,1
1,17,32,1,1
1,17,33,1,1
1,17,34,1,1
1,17,35,1,1
1,17,36,1,1
1,17,37,1,1
1,17,38,1,1
1,17,39,1,1
1,18,1,1,0
1,18,2,1,0
1,18,3,1,0
1,18,4,1,0
1,18,5,1,0
1,18,6,1,0
1,18,7,1,0
1,18,8,1,0
1,18,9,1,0
1,18,10,1,0
1,18,11,1,0
1,18,12,1,0
1,18,13,1,0
1,18,14,1,0
1,18,15,1,0.5
1,18,16,1,0
1,18,17,1,0
1,18,18,1,0
1,18,19,1,0.375
1,18,20,1,0
1,18,21,1,0
1,18,22,1,0.6
1,18,23,1,0.6
1,18,24,1,1
1,18,25,1,0.777777777777778
1,18,26,1,0.909090909090909
1,18,27,1,0.727272727272727
1,18,28,1,1
1,18,29,1,1
1,18,30,1,1
1,18,31,1,1
1,18,32,1,1
1,18,33,1,1
1,18,34,1,1
1,18,35,1,1
1,18,36,1,1
1,18,37,1,1
1,18,38,1,1
1,18,39,1,1
1,19,1,1,0
1,19,2,1,0
1,19,3,1,0.6
1,19,4,1,0.75
1,19,5,1,0.6
1,19,6,1,0
1,19,7,1,0.375
1,19,8,1,0.375
1,19,9,1,0
1,19,10,1,0
1,19,11,1,0
1,19,12,1,0
1,19,13,1,1
1,19,14,1,1
1,19,15,1,0.428571428571429
1,19,16,1,0.571428571428571
1,19,17,1,0
1,19,18,1,0
1,19,19,1,0.666666666666667
1,19,20,1,0
1,19,21,1,1
1,19,22,1,1
1,19,23,1,0
1,19,24,1,0
1,19,25,1,1
1,19,26,1,1
1,19,27,1,1
1,19,28,1,1
1,19,29,1,1
1,19,30,1,1
1,19,31,1,1
1,19,32,1,1
1,19,33,1,1
1,19,34,1,1
1,19,35,1,1
1,19,36,1,1
1,19,37,1,1
1,19,38,1,1
1,19,39,1,1
1,20,1,1,0.6
1,20,2,1,0.636363636363636
1,20,3,1,0.409090909090909
1,20,4,1,0
1,20,5,1,0
1,20,6,1,0
1,20,7,1,0
1,20,8,1,0
1,20,9,1,0.5
1,20,10,1,0.333333333333333
1,20,11,1,0
1,20,12,1,0
1,20,13,1,0
1,20,14,1,0
1,20,15,1,0
1,20,16,1,0
1,20,17,1,0
1,20,18,1,0
1,20,19,1,0
1,20,20,1,0
1,20,21,1,0
1,20,22,1,0
1,20,23,1,0
1,20,24,1,1
1,20,25,1,1
1,20,26,1,0
1,20,27,1,0
1,20,28,1,0
1,20,29,1,0
1,20,30,1,1
1,20,31,1,1
1,20,32,1,1
1,20,33,1,0.333333333333333
1,20,34,1,0.333333333333333
1,20,35,1,1
1,20,36,1,1
1,20,37,1,1
1,20,38,1,1
1,20,39,1,1
1,21,1,1,0
1,21,2,1,0
1,21,3,1,0
1,21,4,1,0
1,21,5,1,0
1,21,6,1,0
1,21,7,1,0
1,21,8,1,0
1,21,9,1,0
1,21,10,1,0
1,21,11,1,0
1,21,12,1,0.444444444444444
1,21,13,1,0
1,21,14,1,0
1,21,15,1,0.571428571428571
1,21,16,1,0.428571428571429
1,21,17,1,0
1,21,18,1,0
1,21,19,1,1
1,21,20,1,0
1,21,21,1,0
1,21,22,1,0
1,21,23,1,0.625
1,21,24,1,0
1,21,25,1,0.8
1,21,26,1,0.8
1,21,27,1,1
1,21,28,1,1
1,21,29,1,1
1,21,30,1,1
1,21,31,1,1
1,21,32,1,1
1,21,33,1,1
1,21,34,1,1
1,21,35,1,1
1,21,36,1,1
1,21,37,1,1
1,21,38,1,1
1,21,39,1,1
1,22,1,1,0
1,22,2,1,0
1,22,3,1,0
1,22,4,1,0
1,22,5,1,0
1,22,6,1,0.571428571428571
1,22,7,1,0.571428571428571
1,22,8,1,0
1,22,9,1,0
1,22,10,1,0
1,22,11,1,0
1,22,12,1,0
1,22,13,1,0
1,22,14,1,0.5
1,22,15,1,0.8
1,22,16,1,0.8
1,22,17,1,0.8
1,22,18,1,1
1,22,19,1,1
1,22,20,1,1
1,22,21,1,1
1,22,22,1,0
1,22,23,1,0
1,22,24,1,1
1,22,25,1,1
1,22,26,1,1
1,22,27,1,1
1,22,28,1,1
1,22,29,1,1
1,22,30,1,1
1,22,31,1,1
1,22,32,1,1
1,22,33,1,1
1,22,34,1,1
1,22,35,1,1
1,22,36,1,1
1,22,37,1,1
1,22,38,1,1
1,22,39,1,1
1,23,1,1,0
1,23,2,1,0
1,23,3,1,0
1,23,4,1,0
1,23,5,1,0
1,23,6,1,0
1,23,7,1,0
1,23,8,1,0
1,23,9,1,0
1,23,10,1,0
1,23,11,1,0.8
1,23,12,1,0
1,23,13,1,0.571428571428571
1,23,14,1,0.571428571428571
1,23,15,1,0
1,23,16,1,0
1,23,17,1,0.428571428571429
1,23,18,1,1
1,23,19,1,0.428571428571429
1,23,20,1,1
1,23,21,1,1
1,23,22,1,1
1,23,23,1,1
1,23,24,1,1
1,23,25,1,1
1,23,26,1,1
1,23,27,1,1
1,23,28,1,1
1,23,29,1,1
1,23,30,1,1
1,23,31,1,1
1,23,32,1,1
1,23,33,1,1
1,23,34,1,1
1,23,35,1,1
1,23,36,1,1
1,23,37,1,1
1,23,38,1,1
1,23,39,1,1
1,24,1,1,0
1,24,2,1,0
1,24,3,1,0
1,24,4,1,0
1,24,5,1,0
1,24,6,1,0
1,24,7,1,0
1,24,8,1,0
1,24,9,1,0
1,24,10,1,0.5
1,24,11,1,1
1,24,12,1,0.6
1,24,13,1,0.6
1,24,14,1,0.428571428571429
1,24,15,1,0.5625
1,24,16,1,0.5625
1,24,17,1,1
1,24,18,1,1
1,24,19,1,0.6
1,24,20,1,0.666666666666667
1,24,21,1,0.75
1,24,22,1,0.75
1,24,23,1,0.6
1,24,24,1,0.8
1,24,25,1,0.6
1,24,26,1,0.6
1,24,27,1,0.611111111111111
1,24,28,1,0.777777777777778
1,24,29,1,0.6
1,24,30,1,0.6
1,24,31,1,0.6
1,24,32,1,1
1,24,33,1,0.6
1,24,34,1,0.6
1,24,35,1,0.6
1,24,36,1,1
1,24,37,1,1
1,24,38,1,1
1,24,39,1,0.6
1,25,1,1,0
1,25,2,1,0
1,25,3,1,0
1,25,4,1,0
1,25,5,1,0
1,25,6,1,0
1,25,7,1,0
1,25,8,1,0.5625
1,25,9,1,0.6875
1,25,10,1,0.75
1,25,11,1,0.75
1,25,12,1,0.681818181818182
1,25,13,1,0.681818181818182
1,25,14,1,1
1,25,15,1,0
1,25,16,1,0
1,25,17,1,1
1,25,18,1,1
1,25,19,1,1
1,25,20,1,1
1,25,21,1,1
1,25,22,1,1
1,25,23,1,1
1,25,24,1,1
1,25,25,1,1
1,25,26,1,1
1,25,27,1,1
1,25,28,1,1
1,25,29,1,1
1,25,30,1,1
1,25,31,1,1
1,25,32,1,1
1,25,33,1,1
1,25,34,1,1
1,25,35,1,1
1,25,36,1,1
1,25,37,1,1
1,25,38,1,1
1,25,39,1,1
1,26,1,1,0.5
1,26,2,1,0
1,26,3,1,0
1,26,4,1,0
1,26,5,1,0
1,26,6,1,0
1,26,7,1,0
1,26,8,1,0
1,26,9,1,0.428571428571429
1,26,10,1,0
1,26,11,1,0
1,26,12,1,0
1,26,13,1,0
1,26,14,1,0
1,26,15,1,0
1,26,16,1,0
1,26,17,1,0.6
1,26,18,1,0.55
1,26,19,1,0
1,26,20,1,0
1,26,21,1,0
1,26,22,1,0
1,26,23,1,0
1,26,24,1,0
1,26,25,1,1
1,26,26,1,0
1,26,27,1,1
1,26,28,1,1
1,26,29,1,1
1,26,30,1,1
1,26,31,1,1
1,26,32,1,1
1,26,33,1,1
1,26,34,1,1
1,26,35,1,1
1,26,36,1,1
1,26,37,1,1
1,26,38,1,1
1,26,39,1,1
1,27,1,1,0
1,27,2,1,0.5
1,27,3,1,0
1,27,4,1,0
1,27,5,1,0
1,27,6,1,0
1,27,7,1,0
1,27,8,1,0
1,27,9,1,0
1,27,10,1,0
1,27,11,1,0
1,27,12,1,0.6
1,27,13,1,0.636363636363636
1,27,14,1,0.636363636363636
1,27,15,1,0
1,27,16,1,0
1,27,17,1,0
1,27,18,1,1
1,27,19,1,0.6
1,27,20,1,0.6
1,27,21,1,1
1,27,22,1,1
1,27,23,1,1
1,27,24,1,1
1,27,25,1,1
1,27,26,1,1
1,27,27,1,1
1,27,28,1,1
1,27,29,1,1
1,27,30,1,1
1,27,31,1,1
1,27,32,1,1
1,27,33,1,1
1,27,34,1,1
1,27,35,1,1
1,27,36,1,1
1,27,37,1,1
1,27,38,1,1
1,27,39,1,1
1,28,1,1,0
1,28,2,1,0
1,28,3,1,0
1,28,4,1,0
1,28,5,1,0
1,28,6,1,0
1,28,7,1,0
1,28,8,1,0
1,28,9,1,0.6
1,28,10,1,0
1,28,11,1,0
1,28,12,1,0
1,28,13,1,0.6
1,28,14,1,0.6
1,28,15,1,0
1,28,16,1,0
1,28,17,1,0.8125
1,28,18,1,0.625
1,28,19,1,0.6
1,28,20,1,1
1,28,21,1,1
1,28,22,1,1
1,28,23,1,1
1,28,24,1,1
1,28,25,1,1
1,28,26,1,1
1,28,27,1,1
1,28,28,1,1
1,28,29,1,1
1,28,30,1,1
1,28,31,1,1
1,28,32,1,1
1,28,33,1,1
1,28,34,1,1
1,28,35,1,1
1,28,36,1,1
1,28,37,1,1
1,28,38,1,1
1,28,39,1,1
1,29,1,1,0
1,29,2,1,0
1,29,3,1,0
1,29,4,1,0
1,29,5,1,0
1,29,6,1,0
1,29,7,1,0
1,29,8,1,0
1,29,9,1,0
1,29,10,1,0.428571428571429
1,29,11,1,0.625
1,29,12,1,0.625
1,29,13,1,0
1,29,14,1,0
1,29,15,1,0
1,29,16,1,0.6875
1,29,17,1,0
1,29,18,1,0
1,29,19,1,0
1,29,20,1,0
1,29,21,1,0
1,29,22,1,0
1,29,23,1,0
1,29,24,1,0
1,29,25,1,1
1,29,26,1,1
1,29,27,1,1
1,29,28,1,1
1,29,29,1,1
1,29,30,1,1
1,29,31,1,1
1,29,32,1,0
1,29,33,1,0
1,29,34,1,1
1,29,35,1,1
1,29,36,1,1
1,29,37,1,1
1,29,38,1,1
1,29,39,1,1
1,30,1,1,0
1,30,2,1,0
1,30,3,1,0
1,30,4,1,0
1,30,5,1,0
1,30,6,1,0
1,30,7,1,0
1,30,8,1,0
1,30,9,1,0.6
1,30,10,1,0.428571428571429
1,30,11,1,0
1,30,12,1,0.5
1,30,13,1,0.375
1,30,14,1,0.5
1,30,15,1,0.642857142857143
1,30,16,1,0.375
1,30,17,1,0.375
1,30,18,1,0
1,30,19,1,1
1,30,20,1,0.428571428571429
1,30,21,1,1
1,30,22,1,0.571428571428571
1,30,23,1,0.428571428571429
1,30,24,1,0.666666666666667
1,30,25,1,0.444444444444444
1,30,26,1,0
1,30,27,1,0
1,30,28,1,0
1,30,29,1,0.714285714285714
1,30,30,1,0.8
1,30,31,1,1
1,30,32,1,0.8
1,30,33,1,0.8
1,30,34,1,1
1,30,35,1,1
1,30,36,1,0.666666666666667
1,30,37,1,0.777777777777778
1,30,38,1,0.8
1,30,39,1,0.625
1,31,1,1,0.6875
1,31,2,1,0.375
1,31,3,1,0
1,31,4,1,0
1,31,5,1,0
1,31,6,1,0
1,31,7,1,0
1,31,8,1,0
1,31,9,1,0
1,31,10,1,0
1,31,11,1,0
1,31,12,1,0.444444444444444
1,31,13,1,0
1,31,14,1,0
1,31,15,1,0.6
1,31,16,1,0.6
1,31,17,1,0.5
1,31,18,1,0.5
1,31,19,1,0.6
1,31,20,1,0.6
1,31,21,1,0.6
1,31,22,1,1
1,31,23,1,1
1,31,24,1,1
1,31,25,1,1
1,31,26,1,1
1,31,27,1,1
1,31,28,1,0.6
1,31,29,1,0.6
1,31,30,1,1
1,31,31,1,1
1,31,32,1,1
1,31,33,1,1
1,31,34,1,1
1,31,35,1,1
1,31,36,1,1
1,31,37,1,1
1,31,38,1,1
1,31,39,1,1
1,32,1,1,0
1,32,2,1,0
1,32,3,1,0
1,32,4,1,0
1,32,5,1,0
1,32,6,1,0
1,32,7,1,0.583333333333333
1,32,8,1,0
1,32,9,1,0
1,32,10,1,0
1,32,11,1,1
1,32,12,1,0.6875
1,32,13,1,0.8125
1,32,14,1,0
1,32,15,1,0
1,32,16,1,0.8125
1,32,17,1,0.8125
1,32,18,1,0.642857142857143
1,32,19,1,1
1,32,20,1,0.8
1,32,21,1,0.8
1,32,22,1,1
1,32,23,1,1
1,32,24,1,1
1,32,25,1,1
1,32,26,1,1
1,32,27,1,1
1,32,28,1,1
1,32,29,1,1
1,32,30,1,1
1,32,31,1,1
1,32,32,1,1
1,32,33,1,1
1,32,34,1,1
1,32,35,1,1
1,32,36,1,1
1,32,37,1,1
1,32,38,1,1
1,32,39,1,1
1,33,1,1,0
1,33,2,1,0
1,33,3,1,0
1,33,4,1,0
1,33,5,1,0
1,33,6,1,0
1,33,7,1,0
1,33,8,1,0
1,33,9,1,0.428571428571429
1,33,10,1,0.333333333333333
1,33,11,1,0
1,33,12,1,0
1,33,13,1,0.375
1,33,14,1,0
1,33,15,1,0.5
1,33,16,1,0
1,33,17,1,0.8125
1,33,18,1,0.8125
1,33,19,1,1
1,33,20,1,0
1,33,21,1,0
1,33,22,1,0
1,33,23,1,0.466666666666667
1,33,24,1,0.666666666666667
1,33,25,1,0.8125
1,33,26,1,0.8125
1,33,27,1,1
1,33,28,1,1
1,33,29,1,1
1,33,30,1,1
1,33,31,1,0
1,33,32,1,0
1,33,33,1,1
1,33,34,1,1
1,33,35,1,1
1,33,36,1,1
1,33,37,1,1
1,33,38,1,1
1,33,39,1,1
1,34,1,1,0.75
1,34,2,1,0
1,34,3,1,0
1,34,4,1,0
1,34,5,1,0
1,34,6,1,0
1,34,7,1,0
1,34,8,1,0
1,34,9,1,0
1,34,10,1,0.333333333333333
1,34,11,1,0
1,34,12,1,0.6
1,34,13,1,0
1,34,14,1,0
1,34,15,1,0
1,34,16,1,0.6
1,34,17,1,0.541666666666667
1,34,18,1,0
1,34,19,1,0
1,34,20,1,0.458333333333333
1,34,21,1,0
